ID;protocol;browser_type;login_attempts;duration;packet_size;encryption_used;ip_reputation_score;failed_logins;unusual_time_access;attack
647;UDP;Firefox;3.0;861.3328490107947;489;DES;0.0369853877791467;2;1;Y
648;TCP;Chrome;2.0;44.65902493678912;453;DES;0.2413159972927599;0;0;N
649;UDP;Safari;3.0;1574.46761147823;639;AES;0.4529878755415148;2;0;N
650;TCP;Chrome;1.0;316.3072132256884;869;;0.2481869719401685;3;0;Y
651;TCP;Firefox;5.0;746.3576066886136;725;;0.8442120529554324;1;0;Y
652;TCP;Chrome;3.0;9.662204440031092;446;DES;0.2215961794527488;1;0;N
653;TCP;Edge;3.0;364.3227178829606;278;;0.6469680500942421;0;0;Y
654;TCP;Firefox;7.0;1.642414324130255;1014;AES;0.2094494799089607;1;0;Y
655;TCP;Chrome;6.0;144.69802834027024;511;AES;0.4193251538781083;1;1;N
656;UDP;Firefox;1.0;475.1490480934327;502;AES;0.4937274160818746;2;0;Y
657;TCP;Chrome;2.0;612.7247162102358;495;;0.363708220624496;3;0;Y
658;TCP;Chrome;6.0;132.77623202663662;539;DES;0.3435309279020751;2;0;N
659;UDP;Chrome;3.0;1093.8721929733413;471;;0.6499706908582789;2;0;Y
660;TCP;Chrome;3.0;167.59339570485966;385;AES;0.4574105972676737;0;0;N
661;TCP;Chrome;6.0;98.49839726393776;390;AES;0.0784412767376022;2;0;N
662;UDP;Safari;4.0;324.4815092829423;493;DES;0.5870189019175164;1;0;N
663;TCP;Chrome;9.0;641.3500437990099;391;AES;0.260572710458708;1;0;Y
664;TCP;Firefox;7.0;3600.779060378656;357;;0.4643325910753065;1;0;Y
665;TCP;Edge;6.0;434.012291240917;521;AES;0.0318955026358032;2;0;Y
666;TCP;Firefox;2.0;444.0957127548538;449;DES;0.1913202649354329;1;1;N
667;TCP;Chrome;5.0;48.93326451871989;800;DES;0.372998730902303;0;0;N
668;TCP;Chrome;4.0;1161.331066304816;64;DES;0.3261090418421983;1;0;N
669;UDP;Chrome;1.0;160.5021589289083;718;DES;0.4262677833470988;1;0;N
670;UDP;Chrome;3.0;1092.577356210683;749;AES;0.1418377980270176;3;0;Y
671;TCP;Chrome;8.0;1931.858722840848;85;;0.1951959727655647;0;0;Y
672;TCP;Chrome;5.0;1169.5759368606246;431;AES;0.167429931060125;2;0;N
673;UDP;Chrome;4.0;822.7917062257337;425;AES;0.0905131155779343;2;0;N
674;TCP;Chrome;3.0;740.903772028398;218;DES;0.0438319045242947;0;0;N
675;TCP;Chrome;3.0;483.57133676289897;344;DES;0.3824914650033816;2;1;N
676;TCP;Chrome;2.0;124.89527481498716;277;;0.5072374116534603;1;0;Y
677;UDP;Chrome;9.0;1207.0900548148647;850;;0.168378519480114;1;0;Y
678;TCP;Edge;5.0;519.0321604985573;687;AES;0.2693255400917169;1;0;N
679;ICMP;Edge;2.0;786.0423461782581;754;AES;0.1331691394146673;1;0;Y
680;TCP;Chrome;1.0;374.74338841257634;644;AES;0.4472771467961057;3;0;Y
681;TCP;Chrome;10.0;179.237887380882;274;AES;0.4295622029178786;1;0;Y
682;TCP;Safari;7.0;1314.017206381409;395;AES;0.1054510637871446;4;0;Y
683;TCP;Chrome;3.0;335.3265116639326;597;DES;0.1684754702151769;0;1;N
684;UDP;Chrome;1.0;1612.002594279953;255;;0.281736755835528;2;0;N
685;ICMP;Chrome;6.0;2698.668967648491;642;;0.292973353001053;0;0;N
686;TCP;Edge;1.0;1417.511485753271;451;AES;0.3403374799178791;2;0;N
687;ICMP;Safari;5.0;109.69934114008338;425;DES;0.1460024935774894;2;0;Y
688;UDP;Firefox;2.0;1544.877520389735;642;DES;0.0590245851841468;2;0;N
689;TCP;Chrome;3.0;586.1057644000265;588;DES;0.0080680293378079;1;1;Y
690;TCP;Unknown;9.0;221.03675388295252;427;AES;0.1935783190183478;2;0;Y
691;TCP;Chrome;3.0;78.22790106416294;731;AES;0.2189878297663576;1;0;N
692;TCP;Chrome;5.0;261.1492303271165;283;;0.316680496298131;3;0;Y
693;TCP;Chrome;5.0;118.2684729965931;623;DES;0.7815621467911867;1;0;Y
694;TCP;Chrome;3.0;20.7833092512196;618;DES;0.3079762081914793;3;0;Y
695;TCP;Chrome;5.0;3522.721107855223;438;;0.0892797608001908;2;0;N
696;UDP;Firefox;4.0;1424.856234392407;565;AES;0.1254000703402259;0;0;N
697;UDP;Firefox;4.0;1074.4323970293242;249;AES;0.3600679736100508;2;0;N
698;TCP;Chrome;2.0;171.55894042678216;684;AES;0.2812012543711316;2;0;N
699;TCP;Chrome;3.0;22.50268634749868;463;DES;0.5027302118173884;0;0;N
700;TCP;Edge;6.0;531.187476157988;395;AES;0.079995272496578;1;0;Y
701;TCP;Safari;4.0;1082.889611834833;709;DES;0.219779882975548;2;0;N
702;TCP;Chrome;1.0;2633.9611310668256;359;AES;0.3547176966741507;1;0;Y
703;TCP;Chrome;4.0;1485.7231709331654;218;AES;0.6423921829818908;1;0;Y
704;TCP;Unknown;1.0;1791.7059328735818;188;;0.5563271955708596;0;0;N
705;TCP;Chrome;5.0;218.14307954968436;621;AES;0.365687270625176;2;0;N
706;TCP;Chrome;5.0;135.04363659611863;243;AES;0.5313036457076089;0;0;N
707;TCP;Firefox;6.0;227.7830382304493;850;;0.417026783026164;0;0;N
708;UDP;Chrome;4.0;119.33798170723404;83;DES;0.2367224110515371;2;0;N
709;ICMP;Edge;2.0;1281.5084971773356;839;AES;0.5776901313910977;2;0;N
710;TCP;Firefox;2.0;1866.7906612211743;542;AES;0.5385612783310993;1;0;N
711;TCP;Firefox;4.0;293.77515681164897;480;AES;0.2670069272190745;0;0;N
712;TCP;Chrome;1.0;1675.9767719314432;391;DES;0.4895911560799547;0;1;N
713;TCP;Chrome;1.0;45.28606389020117;579;AES;0.1511232134870201;0;0;N
714;TCP;Unknown;7.0;904.9659226337762;492;;0.4039640504405598;1;1;Y
715;TCP;Chrome;6.0;599.7625292485434;720;DES;0.3814586683180508;2;1;N
716;UDP;Chrome;3.0;259.1928522979971;522;AES;0.1583722737402562;2;0;N
717;TCP;Chrome;5.0;1169.5080587684367;530;DES;0.3755014713835235;2;0;Y
718;UDP;Chrome;2.0;190.65375420831185;427;AES;0.091666041337951;4;0;Y
719;TCP;Edge;5.0;430.4882404342119;488;AES;0.3251729491593369;1;0;N
720;TCP;Chrome;8.0;989.9115404598748;561;DES;0.4010426043759582;3;0;Y
721;TCP;Edge;5.0;330.2685406747487;157;AES;0.210760336107639;0;0;N
722;TCP;Chrome;2.0;1546.8069323631214;230;DES;0.2956403606913557;2;0;N
723;TCP;Chrome;5.0;1604.5188442472852;648;;0.07638208246863;2;0;N
724;TCP;Chrome;5.0;181.04927112817464;534;;0.250573858422337;2;1;N
725;TCP;Chrome;;464.41211695069103;463;DES;0.6369603927778598;0;0;Y
726;TCP;Edge;5.0;452.5248958573741;503;;0.2920377037704253;1;0;N
727;TCP;Firefox;2.0;422.1673964148066;569;AES;0.4184758460270827;3;0;Y
728;UDP;Unknown;4.0;557.6794048842968;392;DES;0.2546411268684303;2;0;Y
729;TCP;Chrome;6.0;61.82136813324263;344;AES;0.4112854206305017;3;0;Y
730;TCP;Chrome;2.0;1632.4843855919892;539;AES;0.5611362962944452;0;0;N
731;TCP;Chrome;2.0;273.8962285290264;304;DES;0.428500744963682;2;0;N
732;UDP;Firefox;1.0;1.451230260768685;581;AES;0.3613840339080617;1;0;N
733;TCP;Firefox;4.0;924.4101116650492;159;AES;0.2650962503620181;3;0;Y
734;TCP;Firefox;4.0;840.9374765664262;705;AES;0.496229907871291;2;0;N
735;TCP;Firefox;5.0;3267.303766399583;594;AES;0.3519279770851087;3;0;Y
736;TCP;Chrome;1.0;1016.2246107557352;551;AES;0.4925294010671103;0;0;N
737;TCP;Chrome;6.0;323.6197701224206;696;AES;0.2029810670966544;1;1;N
738;UDP;Firefox;5.0;2439.6027279691657;833;AES;0.2275319384242436;3;0;Y
739;UDP;Chrome;4.0;363.73999534939554;702;;0.0836059076692117;0;0;N
740;TCP;Chrome;6.0;1377.389894929326;131;AES;0.4416526913013537;2;0;N
741;TCP;Chrome;4.0;327.18591229388016;244;AES;0.3095287495936222;3;0;Y
742;TCP;Firefox;1.0;39.94763831318489;375;AES;0.3491196731776561;0;1;N
743;TCP;Chrome;2.0;1058.7604030745172;505;AES;0.6595874970273794;2;0;Y
744;UDP;Edge;5.0;344.8859820846948;603;AES;0.0772764275237626;2;0;N
745;TCP;Firefox;4.0;331.0652464013929;354;DES;0.3951062753354441;2;0;N
746;TCP;Unknown;3.0;1006.6069893076786;537;;0.6354234139828223;2;0;Y
747;TCP;Firefox;7.0;310.9310679097631;348;DES;0.5461693611550947;2;0;Y
748;UDP;Chrome;2.0;100.46210155897988;377;;0.0884668894272376;3;1;Y
749;TCP;Chrome;5.0;414.6968847692114;218;DES;0.2516993386634817;1;1;N
750;TCP;Chrome;5.0;1389.108429924969;315;AES;0.3284703874658392;1;0;Y
751;TCP;Chrome;3.0;111.59771091695224;229;DES;0.349500546106994;2;1;Y
752;TCP;Safari;1.0;646.8119047656292;304;DES;0.394464159130327;2;0;Y
753;ICMP;Firefox;3.0;113.48986775265186;710;AES;0.2041226210502734;1;0;N
754;TCP;Edge;3.0;40.34680366030227;310;;0.1596636727342628;1;0;N
755;TCP;Firefox;8.0;380.765563581409;1026;;0.105624544569266;1;0;Y
756;TCP;Edge;2.0;858.0827358299517;598;DES;0.262653687021152;1;0;N
757;UDP;Firefox;4.0;257.2529222613378;536;AES;0.6211056447449044;1;0;Y
758;TCP;Chrome;5.0;472.0843336468944;328;AES;0.3283757978296666;2;0;N
759;TCP;Chrome;4.0;540.7660965694332;640;DES;0.3918144950835486;1;0;Y
760;TCP;Chrome;3.0;1472.542731314654;384;AES;0.0715950673332632;1;0;Y
761;TCP;Firefox;5.0;1367.314706899822;524;AES;0.5156215860659368;3;0;Y
762;UDP;Edge;1.0;1.879975092908066;1012;AES;0.3699910376820349;3;0;Y
763;UDP;Edge;2.0;427.4378110702775;480;DES;0.3125420945313025;1;0;N
764;TCP;Edge;4.0;853.9026275356846;729;DES;0.1178633750498286;1;1;N
765;TCP;Chrome;4.0;1530.578737958141;359;DES;0.2475359866764546;4;0;Y
766;ICMP;Edge;5.0;40.106991076376005;493;AES;0.4433921496354362;1;1;N
767;TCP;Chrome;4.0;791.6233361691154;854;;0.164597979844577;2;0;N
768;TCP;Edge;1.0;1476.2269247096383;374;DES;0.3800382882116676;3;0;Y
769;TCP;Edge;8.0;235.5784854885032;862;DES;0.5904979912868378;5;0;Y
770;TCP;Firefox;3.0;183.78851656908685;641;DES;0.2066427146909129;1;0;Y
771;TCP;Safari;2.0;504.66297896384697;387;DES;0.1241403078290993;1;0;Y
772;UDP;Chrome;5.0;2628.431025319858;626;;0.0910142153059794;2;0;N
773;UDP;Chrome;2.0;944.4300395072312;694;DES;0.3634626527169487;1;0;Y
774;TCP;Firefox;6.0;441.9920540927998;624;AES;0.5461173817009983;1;0;N
775;TCP;Chrome;5.0;16.8668025685225;185;DES;0.0945482296615009;1;1;N
776;TCP;Edge;1.0;650.8535055212232;354;AES;0.2493359968230412;0;0;N
777;TCP;Edge;6.0;343.1360317636036;450;AES;0.4666978872869062;1;0;N
778;TCP;Firefox;4.0;164.35454710139598;485;AES;0.6273395771863359;1;0;Y
779;TCP;Chrome;6.0;554.7547430732735;624;AES;0.1807229591415596;1;0;N
780;ICMP;Unknown;3.0;334.09003302741087;535;AES;0.6260355468701109;4;0;Y
781;UDP;Edge;5.0;31.59553656910689;232;AES;0.1268781681376815;2;0;Y
782;TCP;Chrome;1.0;1034.2607599202083;576;DES;0.2323533584968118;1;0;N
783;TCP;Chrome;5.0;1055.1565934947278;622;DES;0.0479293807302402;3;0;Y
784;TCP;Firefox;4.0;771.6108900767415;611;AES;0.1575742596861571;0;0;N
785;ICMP;Chrome;4.0;1470.1789976035516;716;AES;0.3930197084105951;1;0;N
786;TCP;Chrome;;181.70272804364876;666;AES;0.4444411958678387;2;0;N
787;TCP;Edge;4.0;269.72371333309144;591;;0.2401999288839537;1;1;Y
788;TCP;Chrome;5.0;490.9599532858685;485;AES;0.3153224285004137;2;0;Y
789;UDP;Unknown;5.0;49.64942962414888;167;AES;0.2123626860903849;0;0;Y
790;UDP;Chrome;3.0;1720.2056350325995;585;AES;0.2223533390115135;1;1;Y
791;TCP;Edge;2.0;539.6623024149998;541;;0.2959369401738083;1;0;Y
792;UDP;Chrome;5.0;314.0350497514373;554;AES;0.3941443029893087;0;0;N
793;TCP;Chrome;4.0;520.0141354738579;244;AES;0.5076495083886103;1;0;N
794;TCP;Edge;2.0;314.5879480841885;283;AES;0.1419471345604183;1;1;N
795;UDP;Edge;5.0;269.7930567171837;710;;0.137552901891045;1;1;N
796;UDP;Firefox;4.0;475.3925101713059;492;AES;0.6734987344103694;1;0;Y
797;TCP;Safari;2.0;526.076818807574;636;DES;0.3500422910996851;0;1;N
798;TCP;Chrome;3.0;454.4042562032637;505;DES;0.7005482192761399;1;0;Y
799;UDP;Chrome;6.0;635.1362819383307;505;AES;0.2209654924599036;1;0;N
800;UDP;Unknown;4.0;1223.684805403186;687;;0.4742796973278941;2;0;Y
801;UDP;Chrome;4.0;47.17875152994584;396;AES;0.3537291393016075;1;0;N
802;TCP;Chrome;4.0;1335.005128184685;519;;0.2997752858307205;1;0;N
803;ICMP;Chrome;3.0;207.57054938309568;407;DES;0.2764324456511072;2;0;N
804;ICMP;Safari;3.0;232.3812229757457;413;;0.0247974612434557;2;1;N
805;TCP;Firefox;4.0;731.9662745856507;438;AES;0.4929761676764809;0;0;N
806;UDP;Chrome;2.0;2972.878935750628;544;AES;0.4299263965386175;1;0;N
807;TCP;Chrome;4.0;14.041984799027738;404;AES;0.8322973681402381;1;0;Y
808;TCP;Chrome;5.0;894.5629779895319;751;DES;0.2202869488737649;1;1;N
809;TCP;Edge;5.0;954.9466212831128;321;AES;0.6290185036333932;0;0;Y
810;TCP;Chrome;5.0;681.9991090579238;462;;0.5190998019507008;2;1;N
811;TCP;Unknown;7.0;7.789895257056495;412;DES;0.3596798679387429;2;0;Y
812;UDP;Unknown;4.0;745.8381230310963;789;;0.2813579105974837;2;1;Y
813;TCP;Firefox;2.0;97.7533698317389;539;DES;0.2703395837122785;2;0;N
814;TCP;Firefox;4.0;65.02677904086678;706;DES;0.1301550363408407;1;0;N
815;UDP;Chrome;4.0;952.7441440180608;202;AES;0.2849511166125496;3;0;Y
816;TCP;Chrome;3.0;963.803969753871;553;;0.2589751601459381;0;0;N
817;TCP;Chrome;5.0;1765.1792285906715;677;DES;0.072826735143169;2;0;N
818;TCP;Safari;3.0;2.7089564831391413;516;AES;0.2877484443255025;1;0;Y
819;TCP;Chrome;5.0;380.83005076800686;713;;0.4685575693304118;2;0;Y
820;TCP;Unknown;6.0;9.878337378646114;396;;0.2757698442599622;2;0;Y
821;UDP;Edge;1.0;362.879198342927;781;AES;0.5596728612816558;2;0;Y
822;TCP;Chrome;3.0;541.2805666135032;959;;0.1173903554464016;1;0;N
823;UDP;Chrome;5.0;603.5571985810028;427;AES;0.7619408254040162;1;1;Y
824;TCP;Chrome;6.0;351.96166103696123;410;AES;0.2536488782725312;1;0;N
825;TCP;Chrome;4.0;1033.664533007297;790;AES;0.2463899835253185;0;1;N
826;TCP;Firefox;4.0;429.7287289398794;815;;0.3179980040959347;2;0;N
827;UDP;Chrome;5.0;582.4005216180137;395;DES;0.4990763467183964;1;0;N
828;TCP;Safari;3.0;1287.900810653693;415;;0.1087407217942355;1;0;N
829;TCP;Chrome;2.0;153.22169428344222;443;DES;0.103401277584361;2;0;N
830;TCP;Chrome;1.0;309.58389332564144;231;;0.1158143063721003;2;0;N
831;TCP;Chrome;5.0;589.5615630962135;316;;0.1863095269092602;2;0;N
832;TCP;Chrome;3.0;1167.498942203771;299;;0.5045044608605816;1;0;N
833;TCP;Chrome;8.0;443.2028512578668;346;AES;0.3228787636990904;3;0;Y
834;TCP;Chrome;2.0;60.44012076924988;493;AES;0.1272440553977189;4;0;Y
835;UDP;Chrome;5.0;3595.65702652438;546;DES;0.4659328400190901;1;0;Y
836;TCP;Firefox;4.0;984.5566233659458;810;AES;0.3414993798734011;0;0;N
837;TCP;Chrome;4.0;1026.2256333892292;300;;0.3940896166315186;0;0;N
838;TCP;Chrome;7.0;500.54771809386847;696;;0.0771886464914126;1;1;Y
839;TCP;Chrome;4.0;633.561266664689;457;AES;0.2308959305466529;1;0;N
840;UDP;Chrome;7.0;4099.282035706303;490;AES;0.6621212092690709;3;0;Y
841;TCP;Chrome;3.0;723.323152627749;634;DES;0.4491651231492578;3;1;Y
842;TCP;Firefox;6.0;197.6718567273321;275;DES;0.151508243812601;4;1;Y
843;UDP;Unknown;8.0;2667.872555196426;576;DES;0.5598607907178887;2;0;Y
844;TCP;Chrome;6.0;617.3414763414704;533;AES;0.5451439933902403;0;1;N
845;TCP;Firefox;4.0;16.712027328968006;598;AES;0.4357053240849119;1;0;N
846;TCP;Chrome;5.0;681.4357905445286;557;DES;0.6562788084080912;3;0;Y
847;UDP;Chrome;3.0;58.465779781518926;991;DES;0.1376773997424964;2;0;Y
848;ICMP;Unknown;1.0;599.9235597885837;372;AES;0.4775336939283506;2;0;N
849;UDP;Unknown;1.0;1395.8931518976876;393;AES;0.5454644805897173;2;1;N
850;TCP;Firefox;3.0;619.253928512117;375;AES;0.3572797103384217;4;0;Y
851;ICMP;Chrome;6.0;374.0256163553893;388;AES;0.037476864583966;2;0;N
852;TCP;Chrome;2.0;1713.801145249195;372;;0.4417780786130342;2;1;N
853;TCP;Edge;1.0;2100.3295550477337;737;AES;0.5199916588231481;0;0;N
854;UDP;Firefox;2.0;341.5442558430356;784;;0.1329950643919672;1;0;N
855;TCP;Firefox;5.0;552.8407577177707;385;AES;0.2490407631920009;3;0;Y
856;TCP;Edge;3.0;3255.9852249134838;333;DES;0.4648279312953705;2;0;N
857;TCP;Chrome;3.0;156.9100600111132;594;DES;0.3496626360720237;1;0;Y
858;TCP;Firefox;5.0;283.23214695393017;389;DES;0.5010602124176725;2;0;N
859;UDP;Chrome;2.0;447.484095474298;626;AES;0.5003657378264629;0;0;N
860;TCP;Chrome;3.0;85.07840015111653;540;AES;0.4569612436003643;2;0;N
861;TCP;Chrome;1.0;254.01016459413367;196;DES;0.3695383848511512;2;0;N
862;TCP;Firefox;8.0;629.4191114219075;809;DES;0.5295556194892086;2;0;Y
863;UDP;Chrome;6.0;207.532874484944;859;AES;0.373287750906071;2;0;Y
864;UDP;Unknown;4.0;927.4162416134288;377;AES;0.0514147515401744;0;0;Y
865;TCP;Chrome;3.0;341.7655857077164;422;;0.0983039512940525;2;0;N
866;ICMP;Chrome;2.0;75.2682881118244;557;;0.3993900895345236;0;1;N
867;UDP;Chrome;1.0;1156.9476866809212;566;AES;0.3063172584800829;3;0;Y
868;TCP;Chrome;5.0;670.3835639825994;631;;0.4316520925790513;2;0;N
869;TCP;Chrome;6.0;1393.7781024949174;902;DES;0.1960227342761564;0;0;N
870;TCP;Chrome;5.0;357.2192259675858;464;AES;0.0896880150644139;0;0;N
871;UDP;Edge;1.0;15.655742808477031;340;AES;0.3608392247538199;2;0;N
872;TCP;Firefox;7.0;38.250847865728346;224;DES;0.6489012449956998;5;0;Y
873;TCP;Chrome;1.0;1269.5535710351162;353;;0.1021843051068359;0;0;N
874;TCP;Edge;3.0;422.9761066152802;493;AES;0.3416037246510285;0;1;N
875;UDP;Firefox;3.0;2996.722431502931;858;DES;0.1362918460119498;2;0;N
876;TCP;Firefox;1.0;1419.017950819269;396;;0.4342261292521447;2;1;Y
877;UDP;Safari;3.0;13.00260326191734;544;;0.1110804111007432;3;0;Y
878;UDP;Chrome;3.0;1632.054826554734;496;AES;0.7101345332546682;3;0;Y
879;TCP;Safari;4.0;191.48559929519345;737;DES;0.539999863335427;2;0;N
880;TCP;Firefox;5.0;532.8380586478482;1005;AES;0.5840203260685888;1;1;N
881;TCP;Chrome;2.0;564.3723484545832;393;DES;0.497569269016003;2;0;N
882;UDP;Safari;4.0;49.26308339319176;402;DES;0.4008122172915196;1;0;N
883;TCP;Chrome;3.0;107.4339367209796;708;DES;0.1768802792692944;0;0;N
884;TCP;Chrome;6.0;439.9961338926535;636;AES;0.1637902536059907;2;1;N
885;TCP;Chrome;4.0;823.1664722087954;869;DES;0.4124665082767193;1;0;Y
886;TCP;Firefox;1.0;245.6734928800525;616;AES;0.6657691647167584;2;1;Y
887;UDP;Safari;5.0;597.9153879847227;428;AES;0.1744398099674908;0;0;N
888;TCP;Chrome;5.0;381.31377741842095;618;DES;0.2584647542344026;4;0;Y
889;UDP;Safari;5.0;796.188163393475;721;;0.1720473998282148;1;0;N
890;TCP;Chrome;7.0;441.9256882127567;664;DES;0.5941034760007915;3;0;Y
891;TCP;Chrome;5.0;1526.453614737184;601;AES;0.2172810511708404;1;0;N
892;ICMP;Chrome;5.0;3295.4379395781784;713;;0.5793453944990186;1;0;N
893;TCP;Firefox;3.0;1953.9544912083973;733;AES;0.1156210052450734;1;0;N
894;UDP;Firefox;4.0;147.71947720128088;776;AES;0.5121286334286269;3;0;Y
895;TCP;Chrome;6.0;488.77858337087537;629;DES;0.2288689332432164;2;0;N
896;TCP;Chrome;5.0;491.1993011934999;466;AES;0.4136538833238118;1;0;N
897;TCP;Firefox;4.0;1468.4005351258402;529;DES;0.2296602007853335;1;0;N
898;ICMP;Chrome;3.0;353.52402911093964;741;DES;0.6503009195721551;0;0;Y
899;ICMP;Chrome;2.0;638.0986821267971;336;DES;0.0779323618649194;2;0;N
900;TCP;Chrome;4.0;751.8092295681711;573;AES;0.1665724638302771;1;0;N
901;TCP;Unknown;1.0;94.59522055425556;421;AES;0.1510494999458529;0;0;N
902;TCP;Firefox;6.0;653.0859687512234;505;;0.2852313181789764;2;0;N
903;TCP;Safari;7.0;226.7836532020321;755;AES;0.6927760342607203;1;0;Y
904;UDP;Chrome;3.0;185.15923766535013;538;AES;0.5689014317320612;2;0;N
905;TCP;Firefox;1.0;230.4823476305342;509;AES;0.1884442769165888;2;0;N
906;ICMP;Chrome;3.0;83.71261860324374;228;AES;0.1023862007784363;1;1;N
907;TCP;Chrome;6.0;57.8245454379428;649;AES;0.1596829227848567;0;0;N
908;UDP;Chrome;5.0;832.7269893955771;629;AES;0.0118561337060104;2;0;N
909;TCP;Chrome;7.0;2263.8877280268025;932;;0.054230512051858;2;0;Y
910;TCP;Chrome;3.0;931.8007015132368;438;;0.5078169786263682;4;0;Y
911;ICMP;Edge;2.0;299.0052734930079;543;DES;0.2211799987592227;2;0;N
912;TCP;Chrome;1.0;326.4306467198172;549;DES;0.1980153909214015;2;0;N
913;UDP;Firefox;4.0;623.6426927450069;815;AES;0.4936271402395593;3;1;Y
914;ICMP;Unknown;7.0;1609.7366629739663;480;;0.2623519616192026;1;0;Y
915;TCP;Chrome;4.0;180.98319546999048;555;AES;0.5012073942090808;1;0;N
916;TCP;Chrome;4.0;505.65876662027136;621;AES;0.3185007045849064;1;0;Y
917;TCP;Edge;3.0;552.834272897419;537;AES;0.034146711544505;1;0;N
918;TCP;Firefox;4.0;2141.515951249789;410;AES;0.0453482537626089;1;0;N
919;TCP;Edge;6.0;614.5602078673713;538;AES;0.7550914373588042;3;0;Y
920;TCP;Chrome;4.0;1214.4307438056148;714;AES;0.1230608650168849;0;0;N
921;TCP;Firefox;;73.51784653671768;294;;0.2034441144479294;2;0;Y
922;TCP;Firefox;1.0;316.71716255354687;526;DES;0.3901003106618442;2;0;N
923;TCP;Chrome;5.0;756.2120776986458;359;DES;0.4475977016299469;1;0;N
924;TCP;Chrome;4.0;905.6639440882184;739;AES;0.1726544589496197;2;0;N
925;TCP;Safari;3.0;1731.7357143712438;195;AES;0.4055620721468915;3;1;Y
926;TCP;Chrome;2.0;714.1057421563673;388;DES;0.371451915911235;3;1;Y
927;TCP;Firefox;4.0;273.51825871983834;575;DES;0.4281950473966674;1;0;N
928;TCP;Chrome;4.0;619.6510790891866;813;;0.1704404696885029;1;0;N
929;TCP;Edge;3.0;994.5313734285764;486;AES;0.6822689975001298;2;0;Y
930;TCP;Chrome;6.0;1227.2610594885884;388;AES;0.2436726924356769;3;0;Y
931;UDP;Chrome;6.0;2314.313442361771;876;DES;0.2683001549665177;2;0;N
932;TCP;Edge;7.0;169.3205214033846;210;;0.1318432447554732;2;0;Y
933;TCP;Edge;2.0;865.274733566633;64;AES;0.4385847790832001;1;0;N
934;ICMP;Firefox;1.0;178.82365617492016;588;DES;0.139719063949418;1;0;N
935;UDP;Chrome;5.0;306.03075020952167;399;AES;0.1917084277131539;1;0;Y
936;TCP;Chrome;5.0;123.23408096372248;295;;0.609450941026383;1;0;Y
937;TCP;Edge;3.0;1186.222161595634;641;DES;0.5093315460422576;1;0;N
938;TCP;Chrome;2.0;1962.7219255247928;548;AES;0.1714286034629945;1;0;N
939;TCP;Firefox;5.0;24.308648349773737;387;DES;0.0916382774069907;2;1;N
940;ICMP;Safari;6.0;1343.493698425105;243;DES;0.3472373079704575;1;0;N
941;TCP;Chrome;4.0;221.3993854643214;674;AES;0.5442480653928504;0;0;N
942;UDP;Chrome;3.0;533.9355320140318;630;AES;0.2221380220559773;0;1;N
943;TCP;Edge;3.0;1103.3570644582965;480;AES;0.3465807810916821;1;0;N
944;ICMP;Firefox;4.0;565.5605246063872;869;;0.1172442470375574;1;0;N
945;TCP;Chrome;7.0;210.39146268269997;285;AES;0.080108933620062;3;0;Y
946;TCP;Firefox;7.0;1892.979862379556;194;AES;0.3410167180900063;2;1;Y
947;TCP;Safari;4.0;720.299739431914;361;AES;0.743626190980154;2;0;Y
948;TCP;Unknown;4.0;2141.8878047917383;490;DES;0.1133723435005773;0;0;Y
949;TCP;Chrome;4.0;1499.9807235492754;548;AES;0.5611527348194911;0;0;N
950;UDP;Firefox;7.0;1673.779224921528;451;;0.4198490041795112;0;1;Y
951;TCP;Unknown;4.0;359.1734706703909;570;AES;0.3603616179323127;2;0;Y
952;UDP;Chrome;3.0;3493.8763033845626;249;AES;0.1700305640556862;2;0;N
953;TCP;Chrome;5.0;1530.569486930713;788;AES;0.4290040290975947;1;0;N
954;TCP;Chrome;2.0;329.5169846372091;483;AES;0.4432475170527837;0;0;N
955;ICMP;Chrome;4.0;1813.8929585002463;723;AES;0.1123252864088877;1;0;N
956;TCP;Edge;1.0;1126.1544072724969;568;;0.2765209328005463;1;0;N
957;TCP;Chrome;4.0;1033.1860647716226;591;DES;0.370429463553784;0;1;N
958;TCP;Chrome;5.0;4.9962334076478445;613;;0.2095373178944063;1;0;N
959;TCP;Firefox;7.0;18.261176434154603;589;AES;0.5165839144363351;3;0;Y
960;UDP;Chrome;2.0;949.4108134372964;628;DES;0.2181501579063106;3;0;Y
961;TCP;Chrome;2.0;261.34186128489534;765;DES;0.5284974752125747;1;0;N
962;TCP;Chrome;2.0;48.24033459291649;539;AES;0.2819840408960457;1;0;N
963;UDP;Safari;5.0;269.4430213232724;641;DES;0.4261853727855278;1;0;N
964;TCP;Chrome;5.0;1455.6802400314332;482;;0.441755996706043;2;0;N
965;TCP;Firefox;6.0;508.8266187676783;788;AES;0.1505331380537387;1;0;N
966;ICMP;Chrome;4.0;764.8141165386495;364;AES;0.7120378041972135;2;0;Y
967;TCP;Chrome;3.0;1289.5745457796156;860;;0.2213438004584955;0;0;N
968;UDP;Unknown;4.0;312.5098346807416;491;AES;0.3048058468345063;2;0;Y
969;TCP;Firefox;2.0;8.966791444564622;213;DES;0.0886858986538788;1;0;Y
970;UDP;Chrome;4.0;312.446716793158;525;AES;0.0767193326319224;2;1;N
971;UDP;Chrome;6.0;2511.2829516058027;363;DES;0.3469152812134431;3;0;Y
